submission_date,state,tot_cases
9/23/2020,South Carolina,141686
6/12/2020,Massachusetts,105059
6/26/2020,Virginia,61247
2/2/2020,New Mexico,0
10/11/2020,Arkansas,92833
8/30/2020,Idaho,31867
10/3/2020,Wisconsin,138002
6/13/2020,South Carolina,17955
4/16/2020,Wisconsin,3875
5/25/2020,Idaho,2684
9/1/2020,South Carolina,119846
8/21/2020,Georgia,257532
5/27/2020,Colorado,24995
10/28/2020,West Virginia,23064
1/3/2021,West Virginia,91058
11/26/2020,,4
4/18/2020,,128022
1/25/2021,Washington,302141
6/22/2020,Kentucky,13839
9/23/2020,Pennsylvania,152544
6/30/2020,Indiana,45594
1/2/2021,Mississippi,222061
4/21/2020,Illinois,33059
9/13/2020,South Carolina,131864
7/7/2020,Oregon,10605
12/5/2020,,56671
11/18/2020,Ohio,318828
7/22/2020,Kentucky,24540
8/17/2020,,27713
11/10/2020,Florida,840652
2/8/2020,Ohio,0
7/26/2020,West Virginia,5960
2/2/2020,New York,0
4/26/2020,Texas,24631
1/22/2021,Illinois,1093375
11/20/2020,California,1072272
9/12/2020,Virginia,133814
7/18/2020,Oregon,14149
10/12/2020,Idaho,48663
9/3/2020,Ohio,127112
10/13/2020,Washington,94775
5/20/2020,Louisiana,35439
7/26/2020,Oklahoma,33582
3/25/2020,West Virginia,51
10/4/2020,Ohio,158907
4/11/2020,West Virginia,591
10/5/2020,Florida,709156
1/13/2021,,3
5/12/2020,Michigan,48021
12/14/2020,Oklahoma,240626
3/6/2020,Wyoming,0
11/8/2020,Kentucky,120838
2/22/2020,North Dakota,0
12/13/2020,Louisiana,268613
4/28/2020,,1400
1/20/2021,,88728
8/27/2020,Oklahoma,60551
4/9/2020,Idaho,1353
4/1/2020,,0
7/17/2020,West Virginia,4783
6/19/2020,Florida,87643
6/3/2020,Nebraska,14866
10/15/2020,Arizona,228748
8/28/2020,Oregon,26054
8/3/2020,Ohio,93963
8/27/2020,Alabama,121023
1/26/2021,New Mexico,170296
3/15/2020,Oklahoma,9
12/2/2020,Colorado,241172
12/24/2020,Nevada,212211
11/21/2020,Texas,1183847
5/19/2020,South Carolina,9056
5/6/2020,Arizona,9707
2/28/2020,,0
7/23/2020,Washington,50009
8/15/2020,North Dakota,8587
1/6/2021,Virginia,382679
5/30/2020,Nebraska,13905
11/3/2020,Washington,110011
8/4/2020,South Carolina,94190
9/10/2020,Oregon,28654
7/8/2020,New Mexico,14017
9/14/2020,Kentucky,57282
4/7/2020,Minnesota,1154
7/24/2020,,0
7/18/2020,South Carolina,67612
1/25/2020,Nebraska,0
12/4/2020,Connecticut,127715
9/1/2020,Florida,624116
6/8/2020,,5046
3/30/2020,Nebraska,145
8/9/2020,Illinois,195380
3/2/2020,Arkansas,0
7/7/2020,Ohio,58904
7/19/2020,,0
5/31/2020,Oklahoma,6280
2/3/2020,Nebraska,0
10/24/2020,Arkansas,105318
4/6/2020,,513
1/8/2021,Arkansas,248860
8/21/2020,New York,196938
8/17/2020,South Carolina,106953
2/7/2020,Idaho,0
3/28/2020,Louisiana,3315
2/27/2020,Minnesota,0
7/3/2020,Wyoming,1582
4/25/2020,Alabama,6213
1/15/2021,New York,695193
9/5/2020,Connecticut,53365
3/27/2020,Colorado,1734
9/30/2020,New Mexico,29435
4/17/2020,Massachusetts,34402
5/23/2020,,0
6/12/2020,California,141983
8/3/2020,Connecticut,50062
5/18/2020,New Mexico,6096
6/10/2020,Colorado,28499
2/10/2020,Tennessee,0
4/2/2020,Oregon,826
8/9/2020,,0
12/15/2020,Wyoming,40064
1/29/2020,Idaho,0
11/2/2020,Colorado,112147
1/5/2021,Connecticut,196968
9/9/2020,,0
2/27/2020,Oregon,0
8/25/2020,Mississippi,79206
1/25/2021,Tennessee,710427
9/12/2020,Kentucky,56415
4/8/2020,,0
12/29/2020,Nebraska,163781
1/30/2020,Washington,1
11/26/2020,Alabama,241957
12/24/2020,Idaho,135233
2/9/2020,Kentucky,0
10/4/2020,New York,218165
6/14/2020,South Carolina,18795
2/13/2020,Idaho,0
5/9/2020,Nevada,6028
4/26/2020,West Virginia,1053
6/27/2020,Iowa,28012
2/7/2020,Florida,0
8/6/2020,West Virginia,7277
6/29/2020,North Dakota,3539
9/12/2020,,0
11/14/2020,Pennsylvania,259938
9/7/2020,Massachusetts,130942
10/5/2020,Colorado,73537
7/27/2020,New Mexico,19502
12/28/2020,Connecticut,181200
2/2/2020,Mississippi,0
5/6/2020,Georgia,28998
7/7/2020,Nevada,24020
12/3/2020,,331270
11/11/2020,South Carolina,188995
1/18/2021,Wyoming,49708
12/2/2020,West Virginia,49905
4/19/2020,Alabama,4946
10/16/2020,Massachusetts,149249
2/17/2020,Idaho,0
11/7/2020,Oklahoma,144736
2/13/2020,Connecticut,0
1/5/2021,Texas,1843153
11/19/2020,Arizona,287225
6/5/2020,Minnesota,27501
7/26/2020,Texas,381656
5/20/2020,Nebraska,11122
9/6/2020,Virginia,127571
10/26/2020,Louisiana,183802
7/14/2020,Connecticut,47530
5/11/2020,Pennsylvania,57154
2/20/2020,California,8
6/16/2020,Minnesota,31296
1/20/2021,,4
5/1/2020,Nevada,5227
2/16/2020,Massachusetts,1
6/23/2020,West Virginia,2593
10/30/2020,,66128
5/15/2020,South Carolina,8407
8/4/2020,Florida,491773
1/12/2021,New York,665919
8/7/2020,Nebraska,28104
3/23/2020,Louisiana,1172
11/7/2020,Nebraska,82395
3/31/2020,Georgia,4236
2/4/2020,Colorado,0
8/27/2020,Florida,605342
3/1/2020,Virginia,0
2/9/2020,Massachusetts,1
10/23/2020,Mississippi,115088
12/4/2020,New York,360714
6/8/2020,Washington,24041
10/8/2020,Ohio,164262
12/19/2020,,3
4/14/2020,West Virginia,694
3/4/2020,Nebraska,0
12/14/2020,Colorado,291104
4/22/2020,Arkansas,2281
3/9/2020,Mississippi,0
12/20/2020,Colorado,308890
4/2/2020,Nebraska,255
2/10/2020,,0
1/8/2021,Oklahoma,330369
9/6/2020,Alabama,132314
7/3/2020,,0
4/17/2020,Kentucky,2522
6/12/2020,Michigan,65672
2/7/2020,Mississippi,0
8/8/2020,Minnesota,60898
12/6/2020,Texas,1375313
6/1/2020,Alabama,18438
1/4/2021,Kentucky,279143
5/8/2020,,0
10/14/2020,California,855072
7/23/2020,Massachusetts,114647
6/7/2020,North Dakota,2861
9/12/2020,Connecticut,54326
9/20/2020,California,778400
1/16/2021,Nebraska,180910
2/24/2020,Louisiana,0
2/15/2020,Florida,0
3/8/2020,Idaho,0
10/6/2020,West Virginia,16936
9/30/2020,,245462
11/4/2020,Oklahoma,134224
10/25/2020,Ohio,198115
10/7/2020,Texas,777556
9/15/2020,Virginia,136359
9/25/2020,Colorado,67926
3/9/2020,Texas,13
9/19/2020,West Virginia,13874
4/19/2020,Washington,11790
12/4/2020,Virginia,251173
2/17/2020,California,8
3/24/2020,Wyoming,30
9/10/2020,Nevada,72791
4/20/2020,Alabama,5424
1/23/2020,Tennessee,0
5/14/2020,Georgia,33657
3/12/2020,Nebraska,10
3/26/2020,Texas,1396
11/23/2020,Wyoming,29431
11/18/2020,Wyoming,25275
1/24/2021,Georgia,866911
2/17/2020,Illinois,2
9/11/2020,Georgia,303951
6/16/2020,Georgia,58590
6/9/2020,Virginia,52177
7/1/2020,Texas,168062
8/22/2020,Illinois,219702
9/4/2020,,0
6/25/2020,Kentucky,14617
4/20/2020,Minnesota,2567
1/30/2020,Minnesota,0
7/26/2020,Louisiana,107574
7/15/2020,Virginia,74431
3/17/2020,Connecticut,68
5/9/2020,Tennessee,14843
1/15/2021,Nevada,258050
4/6/2020,Iowa,946
8/15/2020,Louisiana,136737
1/10/2021,Wyoming,46832
7/29/2020,Colorado,45796
8/10/2020,Tennessee,123914
5/1/2020,Kentucky,4879
4/14/2020,Pennsylvania,25345
4/23/2020,,146139
6/12/2020,Colorado,28822
12/2/2020,,327164
2/5/2020,Arizona,1
7/9/2020,Pennsylvania,93876
9/6/2020,Georgia,294887
9/18/2020,North Dakota,17607
12/7/2020,North Dakota,83817
8/8/2020,Connecticut,50320
3/30/2020,South Carolina,925
7/12/2020,Kentucky,19389
5/21/2020,Virginia,34950
5/12/2020,West Virginia,1378
8/10/2020,Kentucky,35254
1/16/2021,Florida,1531830
9/11/2020,Wyoming,4264
11/15/2020,Alabama,217822
9/29/2020,Arkansas,82755
1/20/2021,Wisconsin,573119
6/22/2020,Mississippi,22287
8/9/2020,Wyoming,3050
11/8/2020,,274915
6/2/2020,Iowa,20015
7/30/2020,Arizona,170798
6/29/2020,,7465
12/17/2020,West Virginia,68485
9/8/2020,New Mexico,26181
12/11/2020,Colorado,281673
4/15/2020,Ohio,7791
3/27/2020,Idaho,230
6/24/2020,Arizona,59974
10/29/2020,,2
9/9/2020,Wisconsin,88590
5/30/2020,,0
6/17/2020,Texas,96335
6/13/2020,Iowa,23717
8/5/2020,Louisiana,125943
9/13/2020,Pennsylvania,144774
12/7/2020,California,1366435
1/31/2020,Wyoming,0
12/22/2020,Oregon,105073
5/6/2020,Nebraska,6771
1/26/2021,Wisconsin,584041
8/8/2020,Kentucky,34758
9/15/2020,Florida,660946
3/3/2020,Colorado,0
4/10/2020,Texas,11671
9/11/2020,Nebraska,37841
9/25/2020,Arkansas,79946
5/28/2020,California,101697
5/12/2020,Massachusetts,79332
5/17/2020,West Virginia,1490
9/16/2020,Massachusetts,133616
1/8/2021,Alabama,394287
5/6/2020,Indiana,21870
3/22/2020,Nevada,190
3/1/2020,Iowa,0
10/25/2020,New Mexico,41863
6/10/2020,New Mexico,9250
2/24/2020,Wisconsin,0
9/12/2020,,37380
8/17/2020,,231812
5/6/2020,,0
7/21/2020,Texas,341739
6/15/2020,Texas,89108
6/11/2020,Iowa,22973
4/13/2020,Minnesota,1695
4/27/2020,Arizona,6716
7/30/2020,,226453
3/29/2020,,127
3/26/2020,New Mexico,136
12/7/2020,Maryland,219961
7/2/2020,,0
1/31/2020,Pennsylvania,0
7/16/2020,,0
4/13/2020,Nebraska,871
4/28/2020,Maryland,20849
1/29/2020,New Mexico,0
3/22/2020,Oregon,161
7/30/2020,Louisiana,114481
12/20/2020,North Dakota,90121
12/25/2020,California,2042290
2/12/2020,Mississippi,0
5/29/2020,Georgia,44145
3/23/2020,Connecticut,415
6/25/2020,,215576
9/4/2020,Massachusetts,129815
5/20/2020,Georgia,37669
4/19/2020,Ohio,11602
11/21/2020,Indiana,289183
8/15/2020,West Virginia,8457
5/3/2020,Idaho,2061
1/2/2021,North Dakota,93041
11/24/2020,Tennessee,345854
5/26/2020,Ohio,33006
10/24/2020,,0
9/24/2020,Idaho,39234
11/10/2020,Oregon,51909
8/7/2020,New Mexico,21965
9/6/2020,Florida,639166
10/6/2020,Nevada,83005
9/15/2020,Colorado,62099
6/13/2020,Mississippi,19348
1/7/2021,California,2518611
11/19/2020,,45335
2/12/2020,Nevada,0
2/13/2020,Virginia,0
9/27/2020,,47422
11/22/2020,New Mexico,81896
7/14/2020,Michigan,77864
8/3/2020,Alabama,92661
2/26/2020,New York,0
4/10/2020,Michigan,22562
11/13/2020,Pennsylvania,254387
3/25/2020,Wyoming,44
5/30/2020,Oregon,4185
8/24/2020,Michigan,107686
7/29/2020,Florida,446251
5/28/2020,Minnesota,23531
2/11/2020,North Dakota,0
10/14/2020,Arizona,227635
9/23/2020,,0
7/12/2020,Wyoming,1862
6/28/2020,Nebraska,18899
7/19/2020,Oklahoma,25265
4/11/2020,Mississippi,2642
7/5/2020,New Mexico,13256
10/1/2020,Wyoming,6083
5/28/2020,Virginia,42533
3/21/2020,Virginia,152
4/18/2020,,0
3/13/2020,Arizona,10
8/12/2020,Maryland,98160
2/25/2020,Alabama,0
3/9/2020,Washington,162
7/4/2020,Idaho,7370
2/5/2020,Idaho,0
7/12/2020,Tennessee,61960
1/27/2021,Minnesota,457317
8/6/2020,Kentucky,33254
3/3/2020,Oregon,3
2/28/2020,New Mexico,0
1/8/2021,Illinois,1017322
4/15/2020,New Mexico,1484
6/13/2020,Idaho,3399
6/7/2020,Louisiana,42816
6/26/2020,Idaho,5148
6/29/2020,Ohio,51046
12/28/2020,Virginia,340297
9/6/2020,Minnesota,81225
6/24/2020,Pennsylvania,83770
3/16/2020,North Dakota,1
11/9/2020,Mississippi,128138
8/29/2020,South Carolina,117249
2/16/2020,Connecticut,0
12/7/2020,Virginia,262730
4/15/2020,Washington,10783
7/9/2020,Massachusetts,110897
6/22/2020,West Virginia,2571
3/11/2020,Nevada,7
7/27/2020,Massachusetts,115926
5/1/2020,Tennessee,11891
12/15/2020,Oregon,96092
5/19/2020,Tennessee,18491
3/2/2020,Tennessee,0
8/6/2020,Minnesota,59185
9/25/2020,Nebraska,43162
1/14/2021,Wyoming,48701
1/27/2021,Connecticut,247339
12/14/2020,Louisiana,269643
5/14/2020,Maryland,36986
5/28/2020,Connecticut,41559
11/12/2020,Virginia,199263
5/19/2020,Idaho,2476
10/21/2020,Texas,838809
11/4/2020,,69416
3/5/2020,Ohio,0
10/15/2020,Georgia,358533
10/30/2020,Iowa,125025
12/20/2020,Illinois,900370
6/9/2020,Mississippi,18483
9/18/2020,Connecticut,55527
4/8/2020,,81803
4/8/2020,Kentucky,1346
11/23/2020,Tennessee,344550
3/5/2020,Tennessee,1
6/23/2020,Michigan,68197
3/11/2020,California,175
8/2/2020,Texas,430485
11/16/2020,Nevada,122097
8/12/2020,Massachusetts,121936
12/30/2020,,76291
5/31/2020,South Carolina,11861
9/6/2020,Pennsylvania,139316
3/26/2020,Nevada,535
12/29/2020,Kentucky,261492
7/16/2020,Louisiana,86411
4/7/2020,Pennsylvania,14559
2/13/2020,,0
10/2/2020,Pennsylvania,161284
11/13/2020,Minnesota,207339
4/7/2020,Louisiana,16284
7/16/2020,,0
3/26/2020,Ohio,867
5/27/2020,Nebraska,12976
11/26/2020,Iowa,222797
9/3/2020,Louisiana,151547
2/25/2020,North Dakota,0
10/16/2020,Nebraska,56714
2/21/2020,Alabama,0
3/28/2020,Wisconsin,989
1/16/2021,,531229
2/5/2020,Wisconsin,0
1/21/2021,Nebraska,185346
8/22/2020,,29896
5/24/2020,Nebraska,12134
7/13/2020,Wyoming,1903
11/10/2020,Iowa,161803
7/30/2020,West Virginia,6422
7/27/2020,Pennsylvania,109384
1/25/2021,,4
8/11/2020,Virginia,102521
6/3/2020,Minnesota,25870
12/30/2020,New York,537345
8/28/2020,Washington,73301
8/10/2020,Illinois,196699
11/2/2020,Nevada,102114
12/24/2020,Mississippi,204178
8/27/2020,Michigan,110343
5/4/2020,Oklahoma,4044
10/30/2020,Illinois,408660
4/24/2020,,0
6/23/2020,Mississippi,22898
6/23/2020,Louisiana,51595
6/1/2020,Connecticut,42740
4/1/2020,Michigan,9334
12/23/2020,Indiana,476538
7/31/2020,Florida,465030
12/14/2020,Oregon,95010
1/18/2021,Arizona,679282
10/2/2020,Wisconsin,134948
3/9/2020,Michigan,0
11/23/2020,Texas,1201257
1/4/2021,,4
6/1/2020,Ohio,35984
2/5/2020,Massachusetts,1
7/26/2020,,0
11/25/2020,Indiana,312521
7/22/2020,Massachusetts,114320
4/26/2020,Wyoming,502
9/15/2020,Oklahoma,78299
4/19/2020,New Mexico,1845
1/25/2021,Pennsylvania,807867
6/17/2020,Colorado,29673
9/27/2020,New Mexico,28844
1/4/2021,South Carolina,325472
5/16/2020,Georgia,34832
10/10/2020,Indiana,133411
11/11/2020,Minnesota,194570
8/13/2020,,230682
7/1/2020,,0
5/14/2020,Idaho,2351
7/17/2020,Louisiana,88590
8/9/2020,Pennsylvania,118852
12/29/2020,West Virginia,82773
7/27/2020,Kentucky,27601
3/2/2020,Mississippi,0
11/20/2020,New York,293960
5/9/2020,Illinois,76085
5/9/2020,Oklahoma,4335
4/2/2020,Washington,5683
10/8/2020,Oklahoma,101849
3/30/2020,Kentucky,480
5/22/2020,,0
1/29/2020,Washington,1
12/27/2020,Wisconsin,508580
9/24/2020,South Carolina,142707
11/18/2020,Iowa,195542
11/12/2020,Pennsylvania,248856
3/3/2020,Arizona,2
7/18/2020,North Dakota,5019
1/26/2020,Maryland,0
5/11/2020,Louisiana,31881
7/11/2020,Arizona,119930
7/27/2020,Michigan,87173
6/11/2020,Pennsylvania,77999
5/4/2020,Indiana,20507
7/25/2020,Texas,375846
3/24/2020,Michigan,1791
7/18/2020,Virginia,77430
8/8/2020,,229073
3/5/2020,Colorado,1
12/14/2020,Nebraska,149344
5/27/2020,Virginia,41401
10/18/2020,California,867317
4/23/2020,Maryland,16616
8/3/2020,Wisconsin,59401
8/5/2020,West Virginia,7159
5/1/2020,,164505
6/26/2020,Iowa,27685
8/24/2020,Oregon,25155
6/8/2020,Maryland,58904
8/28/2020,Idaho,31384
4/14/2020,,0
10/20/2020,Florida,750739
3/28/2020,Georgia,2592
4/28/2020,Virginia,14961
2/25/2020,Florida,0
7/14/2020,West Virginia,4407
5/6/2020,,173288
6/6/2020,Massachusetts,103132
9/19/2020,,241015
12/29/2020,Pennsylvania,622349
8/31/2020,Wyoming,3842
9/1/2020,Washington,74939
7/27/2020,California,460550
8/17/2020,Tennessee,134744
4/20/2020,,134874
9/29/2020,Tennessee,194611
7/24/2020,North Dakota,5736
2/15/2020,South Carolina,0
6/15/2020,Washington,26158
6/27/2020,Florida,130092
8/29/2020,Iowa,63199
5/27/2020,Michigan,55608
3/10/2020,Wisconsin,3
3/13/2020,New Mexico,5
6/19/2020,Kentucky,13454
4/2/2020,Wisconsin,1730
10/26/2020,Michigan,179669
1/25/2021,Nebraska,187793
8/12/2020,Washington,64702
5/3/2020,,1808
12/7/2020,Minnesota,356152
4/13/2020,Pennsylvania,24199
9/4/2020,Georgia,290938
10/5/2020,Georgia,342421
1/8/2021,California,2568641
6/3/2020,,0
7/10/2020,New Mexico,14549
5/16/2020,Kentucky,7688
11/18/2020,Nebraska,106617
2/24/2020,,0
8/14/2020,Louisiana,136737
4/5/2020,Arizona,2269
6/23/2020,,214865
10/8/2020,South Carolina,154755
11/9/2020,Maryland,156709
6/9/2020,Texas,77253
2/10/2020,Illinois,2
10/23/2020,Wisconsin,200466
8/10/2020,Oregon,21488
10/3/2020,West Virginia,16468
10/22/2020,Tennessee,237907
12/1/2020,Illinois,738846
1/5/2021,Indiana,533083
3/21/2020,Maryland,190
8/21/2020,Oklahoma,56079
8/31/2020,Arizona,201835
7/21/2020,Kentucky,24060
7/26/2020,Michigan,86661
12/28/2020,,75790
11/7/2020,Oregon,49587
1/25/2021,New Mexico,169696
8/29/2020,North Dakota,11484
12/3/2020,Connecticut,126177
1/10/2021,Minnesota,436572
8/13/2020,New Mexico,22987
6/25/2020,Indiana,43655
12/9/2020,North Dakota,86707
12/3/2020,West Virginia,51025
8/11/2020,,229927
4/28/2020,Arizona,6948
7/18/2020,West Virginia,4922
11/10/2020,Oklahoma,150578
1/17/2021,,87939
4/19/2020,Arizona,4929
5/11/2020,West Virginia,1369
6/2/2020,Massachusetts,101163
2/13/2020,Kentucky,0
12/10/2020,Ohio,520112
2/28/2020,Washington,1
7/6/2020,California,271684
11/10/2020,Georgia,411183
7/25/2020,Tennessee,90796
4/11/2020,Pennsylvania,21656
5/1/2020,Mississippi,7212
8/30/2020,Virginia,120594
11/5/2020,Virginia,188771
5/24/2020,Alabama,14741
9/20/2020,Ohio,144309
7/2/2020,Wisconsin,32809
6/15/2020,Wisconsin,25480
12/14/2020,Maryland,239362
1/12/2021,Florida,1476484
7/8/2020,North Dakota,3971
3/20/2020,Connecticut,194
12/30/2020,Indiana,505017
6/16/2020,,212505
1/24/2021,Connecticut,237815
1/16/2021,Washington,285970
7/10/2020,South Carolina,52419
12/5/2020,Mississippi,164931
3/8/2020,Connecticut,1
8/12/2020,New Mexico,22816
10/21/2020,Indiana,152396
4/24/2020,New Mexico,2521
5/16/2020,New York,156632
3/11/2020,Wyoming,0
3/26/2020,Washington,3207
11/5/2020,Arkansas,117360
12/6/2020,,4
9/18/2020,Pennsylvania,148683
1/26/2020,Colorado,0
4/26/2020,Idaho,1897
7/6/2020,Ohio,57956
10/19/2020,Mississippi,111322
9/4/2020,Indiana,97884
12/3/2020,Pennsylvania,386837
3/25/2020,Massachusetts,1838
12/16/2020,Colorado,296716
2/10/2020,Indiana,0
12/3/2020,Minnesota,333626
7/20/2020,Idaho,15266
8/2/2020,Nevada,50437
1/14/2021,Nevada,256172
8/22/2020,Nevada,65334
6/1/2020,Illinois,121234
2/27/2020,Georgia,0
3/17/2020,Washington,930
8/2/2020,Idaho,21344
8/18/2020,,0
10/18/2020,,0
5/23/2020,Washington,19585
12/1/2020,Oregon,76654
10/25/2020,,63135
3/26/2020,Nebraska,73
2/21/2020,Texas,0
2/18/2020,Iowa,0
9/12/2020,North Dakota,15577
12/25/2020,Wyoming,42664
10/15/2020,Pennsylvania,177520
9/5/2020,Nevada,71353
6/30/2020,Tennessee,43509
6/16/2020,Louisiana,47706
9/2/2020,Nevada,70122
2/1/2020,Alabama,0
8/19/2020,Indiana,82336
6/6/2020,Idaho,3139
8/28/2020,Florida,609074
4/17/2020,Mississippi,3793
8/12/2020,,0
3/27/2020,Pennsylvania,2219
12/26/2020,Illinois,934142
11/5/2020,Kentucky,115277
9/15/2020,Iowa,75389
11/10/2020,Nevada,112304
9/25/2020,Virginia,145408
5/20/2020,Ohio,29436
2/4/2020,Wisconsin,0
12/29/2020,Illinois,948006
3/11/2020,Oklahoma,2
2/14/2020,,0
8/12/2020,West Virginia,8008
3/21/2020,,0
4/21/2020,,0
2/27/2020,South Carolina,0
1/29/2020,Oregon,0
8/7/2020,Oregon,20636
8/29/2020,Arizona,201287
1/30/2020,Nebraska,0
6/25/2020,New Mexico,11192
12/4/2020,Illinois,770088
7/7/2020,,8745
4/1/2020,Mississippi,1177
9/27/2020,Massachusetts,138322
3/15/2020,Wisconsin,27
11/23/2020,Kentucky,160232
1/14/2021,Connecticut,221544
11/19/2020,Oklahoma,175505
1/31/2020,,0
8/20/2020,California,644751
2/28/2020,Pennsylvania,0
9/28/2020,,48467
1/27/2021,Idaho,161212
9/22/2020,Illinois,279464
1/26/2021,Massachusetts,491513
4/25/2020,,0
1/24/2020,Idaho,0
11/26/2020,Nebraska,122952
10/1/2020,Virginia,149687
11/2/2020,West Virginia,25235
11/8/2020,Colorado,130984
12/31/2020,Indiana,511485
12/9/2020,Iowa,249276
10/18/2020,,255817
9/20/2020,South Carolina,137708
5/16/2020,Florida,44811
11/15/2020,Ohio,298096
12/20/2020,Wyoming,41662
8/10/2020,Ohio,101731
5/17/2020,,190408
11/5/2020,Ohio,235170
9/25/2020,Mississippi,96032
9/23/2020,Arizona,215284
12/6/2020,Maryland,217329
6/30/2020,Minnesota,36716
1/29/2020,,0
2/23/2020,Georgia,0
7/21/2020,Ohio,77215
7/5/2020,,8585
7/22/2020,Oregon,15394
5/25/2020,Arkansas,6029
1/27/2020,Florida,0
8/17/2020,Michigan,102749
1/26/2021,Alabama,445909
8/26/2020,West Virginia,9540
9/10/2020,Connecticut,54093
3/10/2020,,0
5/26/2020,Texas,56560
7/19/2020,Connecticut,47893
8/29/2020,Nebraska,33753
8/15/2020,Nevada,60814
1/4/2021,,3
7/29/2020,West Virginia,6326
7/11/2020,North Dakota,4243
3/9/2020,Georgia,26
8/9/2020,Arizona,186923
11/12/2020,Washington,123356
10/22/2020,Wisconsin,195823
7/11/2020,California,312344
10/10/2020,Colorado,77642
4/24/2020,Kentucky,3779
1/7/2021,Minnesota,429570
2/29/2020,Texas,0
9/27/2020,Pennsylvania,156150
6/15/2020,Illinois,133877
9/16/2020,Nevada,74442
10/10/2020,New York,223248
6/4/2020,Idaho,3054
12/8/2020,Michigan,443076
3/5/2020,,0
3/20/2020,Illinois,585
1/15/2021,Indiana,583160
7/26/2020,,15431
1/31/2020,Kentucky,0
11/25/2020,Maryland,190480
7/6/2020,Mississippi,31257
8/15/2020,Alabama,107580
3/4/2020,Wisconsin,1
4/14/2020,New Mexico,1407
4/11/2020,South Carolina,3207
4/12/2020,Massachusetts,25475
1/20/2021,Texas,2166283
4/6/2020,,0
3/13/2020,Wyoming,1
4/19/2020,Pennsylvania,32284
4/24/2020,Michigan,36627
8/31/2020,Colorado,57424
2/22/2020,South Carolina,0
9/15/2020,Maryland,117888
5/30/2020,Maryland,52778
11/6/2020,Nevada,106922
7/16/2020,Maryland,76371
11/1/2020,,68172
7/20/2020,,223107
10/25/2020,Michigan,175612
4/19/2020,California,28963
3/24/2020,California,2511
10/19/2020,,256194
4/25/2020,California,41137
12/20/2020,Virginia,310889
12/8/2020,Colorado,268589
9/5/2020,Iowa,69247
12/21/2020,Kentucky,244297
7/12/2020,Texas,258658
3/15/2020,Louisiana,101
7/29/2020,,16572
5/7/2020,Massachusetts,73721
5/17/2020,Virginia,31140
11/24/2020,Wisconsin,386441
5/13/2020,Texas,42403
10/29/2020,Oklahoma,126618
6/20/2020,Wyoming,1179
4/27/2020,Nevada,4690
11/20/2020,,294672
2/27/2020,Massachusetts,1
1/25/2020,Connecticut,0
8/31/2020,Kentucky,48396
12/23/2020,North Dakota,90948
6/20/2020,North Dakota,3251
1/31/2020,California,3
9/15/2020,,38284
10/7/2020,Illinois,310380
2/2/2020,Illinois,2
10/9/2020,Georgia,350033
9/21/2020,Connecticut,56024
7/31/2020,,17872
7/31/2020,Oklahoma,39105
12/1/2020,Nevada,154867
6/15/2020,Nevada,11297
1/4/2021,Florida,1352222
6/7/2020,,0
11/8/2020,Connecticut,78125
10/26/2020,Idaho,60041
11/3/2020,Texas,986887
7/9/2020,Illinois,151572
6/30/2020,Maryland,67918
5/15/2020,Wisconsin,11685
8/20/2020,Washington,69389
1/30/2020,Pennsylvania,0
1/25/2020,Kentucky,0
5/30/2020,Pennsylvania,71926
11/3/2020,South Carolina,179952
12/22/2020,Washington,227887
10/26/2020,,262159
1/27/2021,Arkansas,288964
9/30/2020,Minnesota,99134
2/14/2020,Virginia,0
9/22/2020,New Mexico,27790
3/27/2020,Kentucky,302
3/4/2020,Colorado,0
9/22/2020,Indiana,112626
10/12/2020,Oregon,37467
8/14/2020,New York,194633
2/2/2020,South Carolina,0
12/13/2020,Massachusetts,289470
10/17/2020,Washington,97671
11/16/2020,Colorado,167713
11/28/2020,Indiana,329008
9/18/2020,Minnesota,87807
2/21/2020,West Virginia,0
11/13/2020,Maryland,164090
10/20/2020,Idaho,54663
1/24/2020,Maryland,0
1/7/2021,Virginia,387917
2/6/2020,Oklahoma,0
12/8/2020,,348211
4/11/2020,Connecticut,11510
3/20/2020,West Virginia,8
10/8/2020,Connecticut,59748
4/23/2020,Minnesota,3185
12/2/2020,Massachusetts,235683
5/14/2020,Ohio,26357
12/11/2020,Idaho,119610
4/28/2020,,0
7/23/2020,North Dakota,5614
11/15/2020,Virginia,204638
8/3/2020,Colorado,47968
8/27/2020,South Carolina,114598
1/31/2020,West Virginia,0
8/13/2020,Texas,513575
10/20/2020,Arizona,232937
5/17/2020,Tennessee,17495
10/3/2020,California,819436
9/10/2020,,36581
11/20/2020,Georgia,440591
8/30/2020,California,699909
2/19/2020,Kentucky,0
3/7/2020,Connecticut,0
8/4/2020,Washington,59379
6/15/2020,New Mexico,9845
